CSDUID,CSD,Period,IndicatorSummaryDescription,Age,Age Group,Gender,UnitOfMeasure,OriginalValue,,,,Total Population
4811061,Edmonton,2008,Population,12,14-Oct,Female,,4359,,,,
4811061,Edmonton,2009,Population,12,14-Oct,Female,,4109,,,,
4811061,Edmonton,2010,Population,12,14-Oct,Female,,4183,,,,
4811061,Edmonton,2011,Population,12,14-Oct,Female,,4215,,,,
4811061,Edmonton,2012,Population,12,14-Oct,Female,,4310,,,,
4811061,Edmonton,2013,Population,12,14-Oct,Female,,4312,,,,
4811061,Edmonton,2014,Population,12,14-Oct,Female,,4409,,,,
4811061,Edmonton,2015,Population,12,14-Oct,Female,,4643,,,,
4811061,Edmonton,2016,Population,12,14-Oct,Female,,4780,,,,
4811061,Edmonton,2017,Population,12,14-Oct,Female,,4941,,,,
4811061,Edmonton,2018,Population,12,14-Oct,Female,,5006,,,,
4811061,Edmonton,2019,Population,12,14-Oct,Female,,5466,,,,
4811061,Edmonton,2020,Population,12,14-Oct,Female,,5738,,,,
4811061,Edmonton,2021,Population,12,14-Oct,Female,,5811,,,,
4811061,Edmonton,2022,Population,12,14-Oct,Female,,5990,,,,
4811061,Edmonton,2023,Population,12,14-Oct,Female,,6243,,,,
4811061,Edmonton,2001,Population,12,14-Oct,Male,,4497,,,,
4811061,Edmonton,2002,Population,12,14-Oct,Male,,4619,,,,
4811061,Edmonton,2003,Population,12,14-Oct,Male,,4687,,,,
4811061,Edmonton,2004,Population,12,14-Oct,Male,,4500,,,,
4811061,Edmonton,2005,Population,12,14-Oct,Male,,4333,,,,
4811061,Edmonton,2006,Population,12,14-Oct,Male,,4461,,,,
4811061,Edmonton,2007,Population,12,14-Oct,Male,,4358,,,,
4811061,Edmonton,2008,Population,12,14-Oct,Male,,4434,,,,
4811061,Edmonton,2009,Population,12,14-Oct,Male,,4441,,,,
4811061,Edmonton,2010,Population,12,14-Oct,Male,,4309,,,,
4811061,Edmonton,2011,Population,12,14-Oct,Male,,4472,,,,
4811061,Edmonton,2012,Population,12,14-Oct,Male,,4465,,,,
4811061,Edmonton,2013,Population,12,14-Oct,Male,,4512,,,,
4811061,Edmonton,2014,Population,12,14-Oct,Male,,4500,,,,
4811061,Edmonton,2015,Population,12,14-Oct,Male,,4788,,,,
4811061,Edmonton,2016,Population,12,14-Oct,Male,,5068,,,,
4811061,Edmonton,2017,Population,12,14-Oct,Male,,5140,,,,
4811061,Edmonton,2018,Population,12,14-Oct,Male,,5316,,,,
4811061,Edmonton,2019,Population,12,14-Oct,Male,,5824,,,,
4811061,Edmonton,2020,Population,12,14-Oct,Male,,6155,,,,
4811061,Edmonton,2021,Population,12,14-Oct,Male,,6033,,,,
4811061,Edmonton,2022,Population,12,14-Oct,Male,,6367,,,,
4811061,Edmonton,2023,Population,12,14-Oct,Male,,6653,,,,
4811061,Edmonton,2001,Population,13,14-Oct,Female,,4220,,,,
4811061,Edmonton,2002,Population,13,14-Oct,Female,,4316,,,,
4811061,Edmonton,2003,Population,13,14-Oct,Female,,4363,,,,
4811061,Edmonton,2004,Population,13,14-Oct,Female,,4359,,,,
4811061,Edmonton,2005,Population,13,14-Oct,Female,,4382,,,,
4811061,Edmonton,2006,Population,13,14-Oct,Female,,4432,,,,
4811061,Edmonton,2007,Population,13,14-Oct,Female,,4360,,,,
4811061,Edmonton,2008,Population,13,14-Oct,Female,,4342,,,,
4811061,Edmonton,2009,Population,13,14-Oct,Female,,4410,,,,
4811061,Edmonton,2010,Population,13,14-Oct,Female,,4149,,,,
4811061,Edmonton,2011,Population,13,14-Oct,Female,,4257,,,,
4811061,Edmonton,2012,Population,13,14-Oct,Female,,4305,,,,
4811061,Edmonton,2013,Population,13,14-Oct,Female,,4415,,,,
4811061,Edmonton,2014,Population,13,14-Oct,Female,,4440,,,,
4811061,Edmonton,2015,Population,13,14-Oct,Female,,4512,,,,
4811061,Edmonton,2016,Population,13,14-Oct,Female,,4724,,,,
4811061,Edmonton,2017,Population,13,14-Oct,Female,,4866,,,,
4811061,Edmonton,2018,Population,13,14-Oct,Female,,5049,,,,
4811061,Edmonton,2019,Population,13,14-Oct,Female,,5049,,,,
4811061,Edmonton,2020,Population,13,14-Oct,Female,,5519,,,,
4811061,Edmonton,2021,Population,13,14-Oct,Female,,5707,,,,
4811061,Edmonton,2022,Population,13,14-Oct,Female,,5943,,,,
4811061,Edmonton,2023,Population,13,14-Oct,Female,,6231,,,,
4811061,Edmonton,2001,Population,13,14-Oct,Male,,4338,,,,
4811061,Edmonton,2002,Population,13,14-Oct,Male,,4576,,,,
4811061,Edmonton,2003,Population,13,14-Oct,Male,,4682,,,,
4811061,Edmonton,2004,Population,13,14-Oct,Male,,4728,,,,
4811061,Edmonton,2005,Population,13,14-Oct,Male,,4553,,,,
4811061,Edmonton,2006,Population,13,14-Oct,Male,,4385,,,,
4811061,Edmonton,2007,Population,13,14-Oct,Male,,4496,,,,
4811061,Edmonton,2008,Population,13,14-Oct,Male,,4378,,,,
4811061,Edmonton,2009,Population,13,14-Oct,Male,,4494,,,,
4811061,Edmonton,2010,Population,13,14-Oct,Male,,4502,,,,
4811061,Edmonton,2011,Population,13,14-Oct,Male,,4415,,,,
4811061,Edmonton,2012,Population,13,14-Oct,Male,,4603,,,,
4811061,Edmonton,2013,Population,13,14-Oct,Male,,4670,,,,
4811061,Edmonton,2014,Population,13,14-Oct,Male,,4699,,,,
4811061,Edmonton,2015,Population,13,14-Oct,Male,,4634,,,,
4811061,Edmonton,2016,Population,13,14-Oct,Male,,4965,,,,
4811061,Edmonton,2017,Population,13,14-Oct,Male,,5181,,,,
4811061,Edmonton,2018,Population,13,14-Oct,Male,,5228,,,,
4811061,Edmonton,2019,Population,13,14-Oct,Male,,5425,,,,
4811061,Edmonton,2020,Population,13,14-Oct,Male,,5900,,,,
4811061,Edmonton,2021,Population,13,14-Oct,Male,,6170,,,,
4811061,Edmonton,2022,Population,13,14-Oct,Male,,6143,,,,
4811061,Edmonton,2023,Population,13,14-Oct,Male,,6594,,,,
4811061,Edmonton,2001,Population,14,14-Oct,Female,,4241,,,,
4811061,Edmonton,2002,Population,14,14-Oct,Female,,4294,,,,
4811061,Edmonton,2003,Population,14,14-Oct,Female,,4378,,,,
4811061,Edmonton,2004,Population,14,14-Oct,Female,,4416,,,,
4811061,Edmonton,2005,Population,14,14-Oct,Female,,4449,,,,
4811061,Edmonton,2006,Population,14,14-Oct,Female,,4469,,,,
4811061,Edmonton,2007,Population,14,14-Oct,Female,,4426,,,,
4811061,Edmonton,2008,Population,14,14-Oct,Female,,4367,,,,
4811061,Edmonton,2009,Population,14,14-Oct,Female,,4391,,,,
4811061,Edmonton,2010,Population,14,14-Oct,Female,,4448,,,,
4811061,Edmonton,2011,Population,14,14-Oct,Female,,4258,,,,
4811061,Edmonton,2012,Population,14,14-Oct,Female,,4337,,,,
4811061,Edmonton,2013,Population,14,14-Oct,Female,,4419,,,,
4811061,Edmonton,2014,Population,14,14-Oct,Female,,4545,,,,
4811061,Edmonton,2015,Population,14,14-Oct,Female,,4564,,,,
4811061,Edmonton,2016,Population,14,14-Oct,Female,,4641,,,,
4811061,Edmonton,2017,Population,14,14-Oct,Female,,4861,,,,
4811061,Edmonton,2018,Population,14,14-Oct,Female,,4976,,,,
4811061,Edmonton,2019,Population,14,14-Oct,Female,,5169,,,,
4811061,Edmonton,2020,Population,14,14-Oct,Female,,5150,,,,
4811061,Edmonton,2021,Population,14,14-Oct,Female,,5546,,,,
4811061,Edmonton,2022,Population,14,14-Oct,Female,,5822,,,,
4811061,Edmonton,2023,Population,14,14-Oct,Female,,6179,,,,
4811061,Edmonton,2001,Population,14,14-Oct,Male,,4345,,,,
4811061,Edmonton,2002,Population,14,14-Oct,Male,,4373,,,,
4811061,Edmonton,2003,Population,14,14-Oct,Male,,4583,,,,
4811061,Edmonton,2004,Population,14,14-Oct,Male,,4687,,,,
4811061,Edmonton,2005,Population,14,14-Oct,Male,,4750,,,,
4811061,Edmonton,2006,Population,14,14-Oct,Male,,4566,,,,
4811061,Edmonton,2007,Population,14,14-Oct,Male,,4440,,,,
4811061,Edmonton,2008,Population,14,14-Oct,Male,,4586,,,,
4811061,Edmonton,2009,Population,14,14-Oct,Male,,4475,,,,
4811061,Edmonton,2010,Population,14,14-Oct,Male,,4581,,,,
4811061,Edmonton,2011,Population,14,14-Oct,Male,,4634,,,,
4811061,Edmonton,2012,Population,14,14-Oct,Male,,4531,,,,
4811061,Edmonton,2013,Population,14,14-Oct,Male,,4751,,,,
4811061,Edmonton,2014,Population,14,14-Oct,Male,,4843,,,,
4811061,Edmonton,2015,Population,14,14-Oct,Male,,4831,,,,
4811061,Edmonton,2016,Population,14,14-Oct,Male,,4771,,,,
4811061,Edmonton,2017,Population,14,14-Oct,Male,,5025,,,,
4811061,Edmonton,2018,Population,14,14-Oct,Male,,5288,,,,
4811061,Edmonton,2019,Population,14,14-Oct,Male,,5343,,,,
4811061,Edmonton,2020,Population,14,14-Oct,Male,,5540,,,,
4811061,Edmonton,2021,Population,14,14-Oct,Male,,5951,,,,
4811061,Edmonton,2022,Population,14,14-Oct,Male,,6301,,,,
4811061,Edmonton,2023,Population,14,14-Oct,Male,,6392,,,,
4811061,Edmonton,2001,Population,15,15-19,Female,,4340,,,,
4811061,Edmonton,2002,Population,15,15-19,Female,,4376,,,,
4811061,Edmonton,2003,Population,15,15-19,Female,,4381,,,,
4811061,Edmonton,2004,Population,15,15-19,Female,,4474,,,,
4811061,Edmonton,2005,Population,15,15-19,Female,,4548,,,,
4811061,Edmonton,2006,Population,15,15-19,Female,,4589,,,,
4811061,Edmonton,2007,Population,15,15-19,Female,,4590,,,,
4811061,Edmonton,2008,Population,15,15-19,Female,,4529,,,,
4811061,Edmonton,2009,Population,15,15-19,Female,,4490,,,,
4811061,Edmonton,2010,Population,15,15-19,Female,,4549,,,,
4811061,Edmonton,2011,Population,15,15-19,Female,,4591,,,,
4811061,Edmonton,2012,Population,15,15-19,Female,,4427,,,,
4811061,Edmonton,2013,Population,15,15-19,Female,,4524,,,,
4811061,Edmonton,2014,Population,15,15-19,Female,,4642,,,,
4811061,Edmonton,2015,Population,15,15-19,Female,,4755,,,,
4811061,Edmonton,2016,Population,15,15-19,Female,,4755,,,,
4811061,Edmonton,2017,Population,15,15-19,Female,,4758,,,,
4811061,Edmonton,2018,Population,15,15-19,Female,,4998,,,,
4811061,Edmonton,2019,Population,15,15-19,Female,,5093,,,,
4811061,Edmonton,2020,Population,15,15-19,Female,,5243,,,,
4811061,Edmonton,2021,Population,15,15-19,Female,,5226,,,,
4811061,Edmonton,2022,Population,15,15-19,Female,,5683,,,,
4811061,Edmonton,2023,Population,15,15-19,Female,,6053,,,,
4811061,Edmonton,2001,Population,15,15-19,Male,,4664,,,,
4811061,Edmonton,2002,Population,15,15-19,Male,,4656,,,,
4811061,Edmonton,2003,Population,15,15-19,Male,,4631,,,,
4811061,Edmonton,2004,Population,15,15-19,Male,,4833,,,,
4811061,Edmonton,2005,Population,15,15-19,Male,,4977,,,,
4811061,Edmonton,2006,Population,15,15-19,Male,,4989,,,,
4811061,Edmonton,2007,Population,15,15-19,Male,,4753,,,,
4811061,Edmonton,2008,Population,15,15-19,Male,,4631,,,,
4811061,Edmonton,2009,Population,15,15-19,Male,,4816,,,,
4811061,Edmonton,2010,Population,15,15-19,Male,,4695,,,,
4811061,Edmonton,2011,Population,15,15-19,Male,,4789,,,,
4811061,Edmonton,2012,Population,15,15-19,Male,,4725,,,,
4811061,Edmonton,2013,Population,15,15-19,Male,,4662,,,,
4811061,Edmonton,2014,Population,15,15-19,Male,,4875,,,,
4811061,Edmonton,2015,Population,15,15-19,Male,,4995,,,,
4811061,Edmonton,2016,Population,15,15-19,Male,,4967,,,,
4811061,Edmonton,2017,Population,15,15-19,Male,,4913,,,,
4811061,Edmonton,2018,Population,15,15-19,Male,,5133,,,,
4811061,Edmonton,2019,Population,15,15-19,Male,,5395,,,,
4811061,Edmonton,2020,Population,15,15-19,Male,,5470,,,,
4811061,Edmonton,2021,Population,15,15-19,Male,,5643,,,,
4811061,Edmonton,2022,Population,15,15-19,Male,,6036,,,,
4811061,Edmonton,2023,Population,15,15-19,Male,,6506,,,,
4811061,Edmonton,2001,Population,16,15-19,Female,,4265,,,,
4811061,Edmonton,2002,Population,16,15-19,Female,,4505,,,,
4811061,Edmonton,2003,Population,16,15-19,Female,,4489,,,,
4811061,Edmonton,2004,Population,16,15-19,Female,,4465,,,,
4811061,Edmonton,2005,Population,16,15-19,Female,,4606,,,,
4811061,Edmonton,2006,Population,16,15-19,Female,,4680,,,,
4811061,Edmonton,2007,Population,16,15-19,Female,,4735,,,,
4811061,Edmonton,2008,Population,16,15-19,Female,,4716,,,,
4811061,Edmonton,2009,Population,16,15-19,Female,,4659,,,,
4811061,Edmonton,2010,Population,16,15-19,Female,,4634,,,,
4811061,Edmonton,2011,Population,16,15-19,Female,,4716,,,,
4811061,Edmonton,2012,Population,16,15-19,Female,,4724,,,,
4811061,Edmonton,2013,Population,16,15-19,Female,,4594,,,,
4811061,Edmonton,2014,Population,16,15-19,Female,,4720,,,,
4811061,Edmonton,2015,Population,16,15-19,Female,,4831,,,,
4811061,Edmonton,2016,Population,16,15-19,Female,,4926,,,,
4811061,Edmonton,2017,Population,16,15-19,Female,,4939,,,,
4811061,Edmonton,2018,Population,16,15-19,Female,,4915,,,,
4811061,Edmonton,2019,Population,16,15-19,Female,,5157,,,,
4811061,Edmonton,2020,Population,16,15-19,Female,,5151,,,,
4811061,Edmonton,2021,Population,16,15-19,Female,,5290,,,,
4811061,Edmonton,2022,Population,16,15-19,Female,,5355,,,,
4811061,Edmonton,2023,Population,16,15-19,Female,,5901,,,,
4811061,Edmonton,2001,Population,16,15-19,Male,,4555,,,,
4811061,Edmonton,2002,Population,16,15-19,Male,,4708,,,,
4811061,Edmonton,2003,Population,16,15-19,Male,,4693,,,,
4811061,Edmonton,2004,Population,16,15-19,Male,,4622,,,,
4811061,Edmonton,2005,Population,16,15-19,Male,,4853,,,,
4811061,Edmonton,2006,Population,16,15-19,Male,,5017,,,,
4811061,Edmonton,2007,Population,16,15-19,Male,,5065,,,,
4811061,Edmonton,2008,Population,16,15-19,Male,,4808,,,,
4811061,Edmonton,2009,Population,16,15-19,Male,,4697,,,,
4811061,Edmonton,2010,Population,16,15-19,Male,,4902,,,,
4811061,Edmonton,2011,Population,16,15-19,Male,,4804,,,,
4811061,Edmonton,2012,Population,16,15-19,Male,,4852,,,,
