CSDUID,CSD,Period,IndicatorSummaryDescription,Age,Age Group,Gender,UnitOfMeasure,OriginalValue,,,,Total Population
4806016,Calgary,2011,Population,47,45-49,Male,,9626,,,,
4806016,Calgary,2012,Population,47,45-49,Male,,9302,,,,
4806016,Calgary,2013,Population,47,45-49,Male,,8934,,,,
4806016,Calgary,2014,Population,47,45-49,Male,,8798,,,,
4806016,Calgary,2015,Population,47,45-49,Male,,8994,,,,
4806016,Calgary,2016,Population,47,45-49,Male,,9064,,,,
4806016,Calgary,2017,Population,47,45-49,Male,,9366,,,,
4806016,Calgary,2018,Population,47,45-49,Male,,9818,,,,
4806016,Calgary,2019,Population,47,45-49,Male,,9560,,,,
4806016,Calgary,2020,Population,47,45-49,Male,,9362,,,,
4806016,Calgary,2021,Population,47,45-49,Male,,9365,,,,
4806016,Calgary,2022,Population,47,45-49,Male,,9769,,,,
4806016,Calgary,2023,Population,47,45-49,Male,,10107,,,,
4806016,Calgary,2001,Population,48,45-49,Female,,6746,,,,
4806016,Calgary,2002,Population,48,45-49,Female,,7173,,,,
4806016,Calgary,2003,Population,48,45-49,Female,,7489,,,,
4806016,Calgary,2004,Population,48,45-49,Female,,7937,,,,
4806016,Calgary,2005,Population,48,45-49,Female,,8032,,,,
4806016,Calgary,2006,Population,48,45-49,Female,,8270,,,,
4806016,Calgary,2007,Population,48,45-49,Female,,8478,,,,
4806016,Calgary,2008,Population,48,45-49,Female,,8722,,,,
4806016,Calgary,2009,Population,48,45-49,Female,,8909,,,,
4806016,Calgary,2010,Population,48,45-49,Female,,8905,,,,
4806016,Calgary,2011,Population,48,45-49,Female,,8832,,,,
4806016,Calgary,2012,Population,48,45-49,Female,,8782,,,,
4806016,Calgary,2013,Population,48,45-49,Female,,8602,,,,
4806016,Calgary,2014,Population,48,45-49,Female,,8405,,,,
4806016,Calgary,2015,Population,48,45-49,Female,,8190,,,,
4806016,Calgary,2016,Population,48,45-49,Female,,8417,,,,
4806016,Calgary,2017,Population,48,45-49,Female,,8837,,,,
4806016,Calgary,2018,Population,48,45-49,Female,,8861,,,,
4806016,Calgary,2019,Population,48,45-49,Female,,9392,,,,
4806016,Calgary,2020,Population,48,45-49,Female,,9086,,,,
4806016,Calgary,2021,Population,48,45-49,Female,,9203,,,,
4806016,Calgary,2022,Population,48,45-49,Female,,9263,,,,
4806016,Calgary,2023,Population,48,45-49,Female,,9783,,,,
4806016,Calgary,2001,Population,48,45-49,Male,,6990,,,,
4806016,Calgary,2002,Population,48,45-49,Male,,7468,,,,
4806016,Calgary,2003,Population,48,45-49,Male,,7894,,,,
4806016,Calgary,2004,Population,48,45-49,Male,,8105,,,,
4806016,Calgary,2005,Population,48,45-49,Male,,8662,,,,
4806016,Calgary,2006,Population,48,45-49,Male,,8513,,,,
4806016,Calgary,2007,Population,48,45-49,Male,,8892,,,,
4806016,Calgary,2008,Population,48,45-49,Male,,9042,,,,
4806016,Calgary,2009,Population,48,45-49,Male,,9156,,,,
4806016,Calgary,2010,Population,48,45-49,Male,,9015,,,,
4806016,Calgary,2011,Population,48,45-49,Male,,9425,,,,
4806016,Calgary,2012,Population,48,45-49,Male,,9650,,,,
4806016,Calgary,2013,Population,48,45-49,Male,,9379,,,,
4806016,Calgary,2014,Population,48,45-49,Male,,8959,,,,
4806016,Calgary,2015,Population,48,45-49,Male,,8704,,,,
4806016,Calgary,2016,Population,48,45-49,Male,,8898,,,,
4806016,Calgary,2017,Population,48,45-49,Male,,8994,,,,
4806016,Calgary,2018,Population,48,45-49,Male,,9255,,,,
4806016,Calgary,2019,Population,48,45-49,Male,,9780,,,,
4806016,Calgary,2020,Population,48,45-49,Male,,9502,,,,
4806016,Calgary,2021,Population,48,45-49,Male,,9250,,,,
4806016,Calgary,2022,Population,48,45-49,Male,,9371,,,,
4806016,Calgary,2023,Population,48,45-49,Male,,9975,,,,
4806016,Calgary,2001,Population,49,45-49,Female,,6335,,,,
4806016,Calgary,2002,Population,49,45-49,Female,,6828,,,,
4806016,Calgary,2003,Population,49,45-49,Female,,7198,,,,
4806016,Calgary,2004,Population,49,45-49,Female,,7538,,,,
4806016,Calgary,2005,Population,49,45-49,Female,,8045,,,,
4806016,Calgary,2006,Population,49,45-49,Female,,8097,,,,
4806016,Calgary,2007,Population,49,45-49,Female,,8209,,,,
4806016,Calgary,2008,Population,49,45-49,Female,,8436,,,,
4806016,Calgary,2009,Population,49,45-49,Female,,8686,,,,
4806016,Calgary,2010,Population,49,45-49,Female,,8831,,,,
4806016,Calgary,2011,Population,49,45-49,Female,,8824,,,,
4806016,Calgary,2012,Population,49,45-49,Female,,8827,,,,
4806016,Calgary,2013,Population,49,45-49,Female,,8758,,,,
4806016,Calgary,2014,Population,49,45-49,Female,,8587,,,,
4806016,Calgary,2015,Population,49,45-49,Female,,8325,,,,
4806016,Calgary,2016,Population,49,45-49,Female,,8165,,,,
4806016,Calgary,2017,Population,49,45-49,Female,,8360,,,,
4806016,Calgary,2018,Population,49,45-49,Female,,8807,,,,
4806016,Calgary,2019,Population,49,45-49,Female,,8837,,,,
4806016,Calgary,2020,Population,49,45-49,Female,,9375,,,,
4806016,Calgary,2021,Population,49,45-49,Female,,9062,,,,
4806016,Calgary,2022,Population,49,45-49,Female,,9222,,,,
4806016,Calgary,2023,Population,49,45-49,Female,,9462,,,,
4806016,Calgary,2001,Population,49,45-49,Male,,6373,,,,
4806016,Calgary,2002,Population,49,45-49,Male,,6960,,,,
4806016,Calgary,2003,Population,49,45-49,Male,,7403,,,,
4806016,Calgary,2004,Population,49,45-49,Male,,7846,,,,
4806016,Calgary,2005,Population,49,45-49,Male,,8094,,,,
4806016,Calgary,2006,Population,49,45-49,Male,,8691,,,,
4806016,Calgary,2007,Population,49,45-49,Male,,8661,,,,
4806016,Calgary,2008,Population,49,45-49,Male,,9074,,,,
4806016,Calgary,2009,Population,49,45-49,Male,,9201,,,,
4806016,Calgary,2010,Population,49,45-49,Male,,9277,,,,
4806016,Calgary,2011,Population,49,45-49,Male,,9103,,,,
4806016,Calgary,2012,Population,49,45-49,Male,,9368,,,,
4806016,Calgary,2013,Population,49,45-49,Male,,9584,,,,
4806016,Calgary,2014,Population,49,45-49,Male,,9284,,,,
4806016,Calgary,2015,Population,49,45-49,Male,,8793,,,,
4806016,Calgary,2016,Population,49,45-49,Male,,8548,,,,
4806016,Calgary,2017,Population,49,45-49,Male,,8821,,,,
4806016,Calgary,2018,Population,49,45-49,Male,,8955,,,,
4806016,Calgary,2019,Population,49,45-49,Male,,9226,,,,
4806016,Calgary,2020,Population,49,45-49,Male,,9740,,,,
4806016,Calgary,2021,Population,49,45-49,Male,,9468,,,,
4806016,Calgary,2022,Population,49,45-49,Male,,9217,,,,
4806016,Calgary,2023,Population,49,45-49,Male,,9580,,,,
4806016,Calgary,2001,Population,5,9-May,Female,,5502,,,,
4806016,Calgary,2002,Population,5,9-May,Female,,5300,,,,
4806016,Calgary,2003,Population,5,9-May,Female,,5474,,,,
4806016,Calgary,2004,Population,5,9-May,Female,,5397,,,,
4806016,Calgary,2005,Population,5,9-May,Female,,5554,,,,
4806016,Calgary,2006,Population,5,9-May,Female,,5623,,,,
4806016,Calgary,2007,Population,5,9-May,Female,,5527,,,,
4806016,Calgary,2008,Population,5,9-May,Female,,5795,,,,
4806016,Calgary,2009,Population,5,9-May,Female,,6089,,,,
4806016,Calgary,2010,Population,5,9-May,Female,,6264,,,,
4806016,Calgary,2011,Population,5,9-May,Female,,6534,,,,
4806016,Calgary,2012,Population,5,9-May,Female,,6791,,,,
4806016,Calgary,2013,Population,5,9-May,Female,,7334,,,,
4806016,Calgary,2014,Population,5,9-May,Female,,7691,,,,
4806016,Calgary,2015,Population,5,9-May,Female,,7787,,,,
4806016,Calgary,2016,Population,5,9-May,Female,,7805,,,,
4806016,Calgary,2017,Population,5,9-May,Female,,7667,,,,
4806016,Calgary,2018,Population,5,9-May,Female,,7705,,,,
4806016,Calgary,2019,Population,5,9-May,Female,,7792,,,,
4806016,Calgary,2020,Population,5,9-May,Female,,8123,,,,
4806016,Calgary,2021,Population,5,9-May,Female,,8085,,,,
4806016,Calgary,2022,Population,5,9-May,Female,,8122,,,,
4806016,Calgary,2023,Population,5,9-May,Female,,8373,,,,
4806016,Calgary,2001,Population,5,9-May,Male,,5677,,,,
4806016,Calgary,2002,Population,5,9-May,Male,,5754,,,,
4806016,Calgary,2003,Population,5,9-May,Male,,5672,,,,
4806016,Calgary,2004,Population,5,9-May,Male,,5811,,,,
4806016,Calgary,2005,Population,5,9-May,Male,,5774,,,,
4806016,Calgary,2006,Population,5,9-May,Male,,5916,,,,
4806016,Calgary,2007,Population,5,9-May,Male,,5928,,,,
4806016,Calgary,2008,Population,5,9-May,Male,,6229,,,,
4806016,Calgary,2009,Population,5,9-May,Male,,6361,,,,
4806016,Calgary,2010,Population,5,9-May,Male,,6508,,,,
4806016,Calgary,2011,Population,5,9-May,Male,,6731,,,,
4806016,Calgary,2012,Population,5,9-May,Male,,7301,,,,
4806016,Calgary,2013,Population,5,9-May,Male,,7858,,,,
4806016,Calgary,2014,Population,5,9-May,Male,,8088,,,,
4806016,Calgary,2015,Population,5,9-May,Male,,8304,,,,
4806016,Calgary,2016,Population,5,9-May,Male,,8223,,,,
4806016,Calgary,2017,Population,5,9-May,Male,,8120,,,,
4806016,Calgary,2018,Population,5,9-May,Male,,8203,,,,
4806016,Calgary,2019,Population,5,9-May,Male,,8187,,,,
4806016,Calgary,2020,Population,5,9-May,Male,,8500,,,,
4806016,Calgary,2021,Population,5,9-May,Male,,8450,,,,
4806016,Calgary,2022,Population,5,9-May,Male,,8603,,,,
4806016,Calgary,2023,Population,5,9-May,Male,,8808,,,,
4806016,Calgary,2001,Population,50,50-54,Female,,5971,,,,
4806016,Calgary,2002,Population,50,50-54,Female,,6271,,,,
4806016,Calgary,2003,Population,50,50-54,Female,,6730,,,,
4806016,Calgary,2004,Population,50,50-54,Female,,7121,,,,
4806016,Calgary,2005,Population,50,50-54,Female,,7472,,,,
4806016,Calgary,2006,Population,50,50-54,Female,,8008,,,,
4806016,Calgary,2007,Population,50,50-54,Female,,8054,,,,
4806016,Calgary,2008,Population,50,50-54,Female,,8210,,,,
4806016,Calgary,2009,Population,50,50-54,Female,,8459,,,,
4806016,Calgary,2010,Population,50,50-54,Female,,8669,,,,
4806016,Calgary,2011,Population,50,50-54,Female,,8826,,,,
4806016,Calgary,2012,Population,50,50-54,Female,,8816,,,,
4806016,Calgary,2013,Population,50,50-54,Female,,8852,,,,
4806016,Calgary,2014,Population,50,50-54,Female,,8761,,,,
4806016,Calgary,2015,Population,50,50-54,Female,,8542,,,,
4806016,Calgary,2016,Population,50,50-54,Female,,8301,,,,
4806016,Calgary,2017,Population,50,50-54,Female,,8105,,,,
4806016,Calgary,2018,Population,50,50-54,Female,,8284,,,,
4806016,Calgary,2019,Population,50,50-54,Female,,8819,,,,
4806016,Calgary,2020,Population,50,50-54,Female,,8823,,,,
4806016,Calgary,2021,Population,50,50-54,Female,,9297,,,,
4806016,Calgary,2022,Population,50,50-54,Female,,9063,,,,
4806016,Calgary,2023,Population,50,50-54,Female,,9414,,,,
4806016,Calgary,2001,Population,50,50-54,Male,,6173,,,,
4806016,Calgary,2002,Population,50,50-54,Male,,6433,,,,
4806016,Calgary,2003,Population,50,50-54,Male,,6980,,,,
4806016,Calgary,2004,Population,50,50-54,Male,,7455,,,,
4806016,Calgary,2005,Population,50,50-54,Male,,7941,,,,
4806016,Calgary,2006,Population,50,50-54,Male,,8245,,,,
4806016,Calgary,2007,Population,50,50-54,Male,,8683,,,,
4806016,Calgary,2008,Population,50,50-54,Male,,8703,,,,
4806016,Calgary,2009,Population,50,50-54,Male,,9144,,,,
4806016,Calgary,2010,Population,50,50-54,Male,,9217,,,,
4806016,Calgary,2011,Population,50,50-54,Male,,9253,,,,
4806016,Calgary,2012,Population,50,50-54,Male,,9086,,,,
4806016,Calgary,2013,Population,50,50-54,Male,,9381,,,,
4806016,Calgary,2014,Population,50,50-54,Male,,9614,,,,
4806016,Calgary,2015,Population,50,50-54,Male,,9199,,,,
4806016,Calgary,2016,Population,50,50-54,Male,,8731,,,,
4806016,Calgary,2017,Population,50,50-54,Male,,8450,,,,
4806016,Calgary,2018,Population,50,50-54,Male,,8777,,,,
4806016,Calgary,2019,Population,50,50-54,Male,,8896,,,,
4806016,Calgary,2020,Population,50,50-54,Male,,9175,,,,
4806016,Calgary,2021,Population,50,50-54,Male,,9597,,,,
4806016,Calgary,2022,Population,50,50-54,Male,,9450,,,,
4806016,Calgary,2023,Population,50,50-54,Male,,9369,,,,
4806016,Calgary,2001,Population,51,50-54,Female,,5770,,,,
4806016,Calgary,2002,Population,51,50-54,Female,,6045,,,,
4806016,Calgary,2003,Population,51,50-54,Female,,6289,,,,
4806016,Calgary,2004,Population,51,50-54,Female,,6783,,,,
4806016,Calgary,2005,Population,51,50-54,Female,,7202,,,,
4806016,Calgary,2006,Population,51,50-54,Female,,7541,,,,
4806016,Calgary,2007,Population,51,50-54,Female,,7991,,,,
4806016,Calgary,2008,Population,51,50-54,Female,,8023,,,,
4806016,Calgary,2009,Population,51,50-54,Female,,8232,,,,
4806016,Calgary,2010,Population,51,50-54,Female,,8467,,,,
4806016,Calgary,2011,Population,51,50-54,Female,,8651,,,,
4806016,Calgary,2012,Population,51,50-54,Female,,8901,,,,
4806016,Calgary,2013,Population,51,50-54,Female,,8912,,,,
4806016,Calgary,2014,Population,51,50-54,Female,,8954,,,,
4806016,Calgary,2015,Population,51,50-54,Female,,8770,,,,
4806016,Calgary,2016,Population,51,50-54,Female,,8586,,,,
4806016,Calgary,2017,Population,51,50-54,Female,,8229,,,,
4806016,Calgary,2018,Population,51,50-54,Female,,8041,,,,
4806016,Calgary,2019,Population,51,50-54,Female,,8237,,,,
4806016,Calgary,2020,Population,51,50-54,Female,,8801,,,,
4806016,Calgary,2021,Population,51,50-54,Female,,8764,,,,
4806016,Calgary,2022,Population,51,50-54,Female,,9316,,,,
4806016,Calgary,2023,Population,51,50-54,Female,,9246,,,,
4806016,Calgary,2001,Population,51,50-54,Male,,5991,,,,
4806016,Calgary,2002,Population,51,50-54,Male,,6254,,,,
4806016,Calgary,2003,Population,51,50-54,Male,,6464,,,,
4806016,Calgary,2004,Population,51,50-54,Male,,7058,,,,
4806016,Calgary,2005,Population,51,50-54,Male,,7572,,,,
4806016,Calgary,2006,Population,51,50-54,Male,,8054,,,,
4806016,Calgary,2007,Population,51,50-54,Male,,8302,,,,
4806016,Calgary,2008,Population,51,50-54,Male,,8742,,,,
4806016,Calgary,2009,Population,51,50-54,Male,,8733,,,,
4806016,Calgary,2010,Population,51,50-54,Male,,9115,,,,
4806016,Calgary,2011,Population,51,50-54,Male,,9207,,,,
4806016,Calgary,2012,Population,51,50-54,Male,,9242,,,,
4806016,Calgary,2013,Population,51,50-54,Male,,9062,,,,
4806016,Calgary,2014,Population,51,50-54,Male,,9352,,,,
4806016,Calgary,2015,Population,51,50-54,Male,,9494,,,,
4806016,Calgary,2016,Population,51,50-54,Male,,9054,,,,
4806016,Calgary,2017,Population,51,50-54,Male,,8647,,,,
4806016,Calgary,2018,Population,51,50-54,Male,,8327,,,,
4806016,Calgary,2019,Population,51,50-54,Male,,8732,,,,
4806016,Calgary,2020,Population,51,50-54,Male,,8868,,,,
4806016,Calgary,2021,Population,51,50-54,Male,,9156,,,,
4806016,Calgary,2022,Population,51,50-54,Male,,9533,,,,
4806016,Calgary,2023,Population,51,50-54,Male,,9606,,,,
4806016,Calgary,2001,Population,52,50-54,Female,,5470,,,,
4806016,Calgary,2002,Population,52,50-54,Female,,5744,,,,
4806016,Calgary,2003,Population,52,50-54,Female,,5959,,,,
4806016,Calgary,2004,Population,52,50-54,Female,,6191,,,,
4806016,Calgary,2005,Population,52,50-54,Female,,6734,,,,
4806016,Calgary,2006,Population,52,50-54,Female,,7149,,,,
4806016,Calgary,2007,Population,52,50-54,Female,,7391,,,,
4806016,Calgary,2008,Population,52,50-54,Female,,7887,,,,
4806016,Calgary,2009,Population,52,50-54,Female,,7928,,,,
4806016,Calgary,2010,Population,52,50-54,Female,,8108,,,,
4806016,Calgary,2011,Population,52,50-54,Female,,8395,,,,
4806016,Calgary,2012,Population,52,50-54,Female,,8644,,,,
4806016,Calgary,2013,Population,52,50-54,Female,,8943,,,,
4806016,Calgary,2014,Population,52,50-54,Female,,8916,,,,
4806016,Calgary,2015,Population,52,50-54,Female,,8919,,,,
4806016,Calgary,2016,Population,52,50-54,Female,,8707,,,,
4806016,Calgary,2017,Population,52,50-54,Female,,8509,,,,
4806016,Calgary,2018,Population,52,50-54,Female,,8175,,,,
4806016,Calgary,2019,Population,52,50-54,Female,,8002,,,,
4806016,Calgary,2020,Population,52,50-54,Female,,8193,,,,
4806016,Calgary,2021,Population,52,50-54,Female,,8689,,,,
4806016,Calgary,2022,Population,52,50-54,Female,,8729,,,,
4806016,Calgary,2023,Population,52,50-54,Female,,9422,,,,
4806016,Calgary,2001,Population,52,50-54,Male,,5545,,,,
4806016,Calgary,2002,Population,52,50-54,Male,,5907,,,,
4806016,Calgary,2003,Population,52,50-54,Male,,6130,,,,
4806016,Calgary,2004,Population,52,50-54,Male,,6323,,,,
4806016,Calgary,2005,Population,52,50-54,Male,,6962,,,,
4806016,Calgary,2006,Population,52,50-54,Male,,7528,,,,
4806016,Calgary,2007,Population,52,50-54,Male,,8045,,,,
4806016,Calgary,2008,Population,52,50-54,Male,,8298,,,,
4806016,Calgary,2009,Population,52,50-54,Male,,8734,,,,
4806016,Calgary,2010,Population,52,50-54,Male,,8692,,,,
4806016,Calgary,2011,Population,52,50-54,Male,,9060,,,,
4806016,Calgary,2012,Population,52,50-54,Male,,9119,,,,
4806016,Calgary,2013,Population,52,50-54,Male,,9147,,,,
4806016,Calgary,2014,Population,52,50-54,Male,,8941,,,,
4806016,Calgary,2015,Population,52,50-54,Male,,9185,,,,
4806016,Calgary,2016,Population,52,50-54,Male,,9247,,,,
4806016,Calgary,2017,Population,52,50-54,Male,,9003,,,,
4806016,Calgary,2018,Population,52,50-54,Male,,8534,,,,
4806016,Calgary,2019,Population,52,50-54,Male,,8239,,,,
4806016,Calgary,2020,Population,52,50-54,Male,,8663,,,,
4806016,Calgary,2021,Population,52,50-54,Male,,8867,,,,
4806016,Calgary,2022,Population,52,50-54,Male,,9145,,,,
4806016,Calgary,2023,Population,52,50-54,Male,,9627,,,,
4806016,Calgary,2001,Population,53,50-54,Female,,5499,,,,
4806016,Calgary,2002,Population,53,50-54,Female,,5475,,,,
4806016,Calgary,2003,Population,53,50-54,Female,,5701,,,,
4806016,Calgary,2004,Population,53,50-54,Female,,5915,,,,
4806016,Calgary,2005,Population,53,50-54,Female,,6143,,,,
4806016,Calgary,2006,Population,53,50-54,Female,,6715,,,,
4806016,Calgary,2007,Population,53,50-54,Female,,7104,,,,
4806016,Calgary,2008,Population,53,50-54,Female,,7348,,,,
4806016,Calgary,2009,Population,53,50-54,Female,,7907,,,,
4806016,Calgary,2010,Population,53,50-54,Female,,7914,,,,
4806016,Calgary,2011,Population,53,50-54,Female,,8119,,,,
4806016,Calgary,2012,Population,53,50-54,Female,,8364,,,,
4806016,Calgary,2013,Population,53,50-54,Female,,8591,,,,
4806016,Calgary,2014,Population,53,50-54,Female,,8902,,,,
4806016,Calgary,2015,Population,53,50-54,Female,,8817,,,,
4806016,Calgary,2016,Population,53,50-54,Female,,8848,,,,
4806016,Calgary,2017,Population,53,50-54,Female,,8625,,,,
4806016,Calgary,2018,Population,53,50-54,Female,,8483,,,,
4806016,Calgary,2019,Population,53,50-54,Female,,8149,,,,
4806016,Calgary,2020,Population,53,50-54,Female,,7972,,,,
4806016,Calgary,2021,Population,53,50-54,Female,,8210,,,,
4806016,Calgary,2022,Population,53,50-54,Female,,8646,,,,
4806016,Calgary,2023,Population,53,50-54,Female,,8882,,,,
4806016,Calgary,2001,Population,53,50-54,Male,,5657,,,,
4806016,Calgary,2002,Population,53,50-54,Male,,5576,,,,
4806016,Calgary,2003,Population,53,50-54,Male,,5914,,,,
4806016,Calgary,2004,Population,53,50-54,Male,,6131,,,,
4806016,Calgary,2005,Population,53,50-54,Male,,6356,,,,
4806016,Calgary,2006,Population,53,50-54,Male,,7052,,,,
4806016,Calgary,2007,Population,53,50-54,Male,,7492,,,,
4806016,Calgary,2008,Population,53,50-54,Male,,8037,,,,
4806016,Calgary,2009,Population,53,50-54,Male,,8293,,,,
4806016,Calgary,2010,Population,53,50-54,Male,,8692,,,,
4806016,Calgary,2011,Population,53,50-54,Male,,8720,,,,
4806016,Calgary,2012,Population,53,50-54,Male,,8982,,,,
4806016,Calgary,2013,Population,53,50-54,Male,,9017,,,,
4806016,Calgary,2014,Population,53,50-54,Male,,9013,,,,
4806016,Calgary,2015,Population,53,50-54,Male,,8747,,,,
4806016,Calgary,2016,Population,53,50-54,Male,,8978,,,,
4806016,Calgary,2017,Population,53,50-54,Male,,9139,,,,
4806016,Calgary,2018,Population,53,50-54,Male,,8900,,,,
4806016,Calgary,2019,Population,53,50-54,Male,,8434,,,,
4806016,Calgary,2020,Population,53,50-54,Male,,8112,,,,
4806016,Calgary,2021,Population,53,50-54,Male,,8527,,,,
4806016,Calgary,2022,Population,53,50-54,Male,,8815,,,,
4806016,Calgary,2023,Population,53,50-54,Male,,9258,,,,
4806016,Calgary,2001,Population,54,50-54,Female,,5412,,,,
4806016,Calgary,2002,Population,54,50-54,Female,,5539,,,,
4806016,Calgary,2003,Population,54,50-54,Female,,5456,,,,
4806016,Calgary,2004,Population,54,50-54,Female,,5700,,,,
4806016,Calgary,2005,Population,54,50-54,Female,,5914,,,,
4806016,Calgary,2006,Population,54,50-54,Female,,6177,,,,
4806016,Calgary,2007,Population,54,50-54,Female,,6674,,,,
4806016,Calgary,2008,Population,54,50-54,Female,,7060,,,,
4806016,Calgary,2009,Population,54,50-54,Female,,7334,,,,
4806016,Calgary,2010,Population,54,50-54,Female,,7899,,,,
4806016,Calgary,2011,Population,54,50-54,Female,,7876,,,,
4806016,Calgary,2012,Population,54,50-54,Female,,8064,,,,
4806016,Calgary,2013,Population,54,50-54,Female,,8329,,,,
4806016,Calgary,2014,Population,54,50-54,Female,,8509,,,,
4806016,Calgary,2015,Population,54,50-54,Female,,8784,,,,
4806016,Calgary,2016,Population,54,50-54,Female,,8723,,,,
4806016,Calgary,2017,Population,54,50-54,Female,,8770,,,,
4806016,Calgary,2018,Population,54,50-54,Female,,8508,,,,
4806016,Calgary,2019,Population,54,50-54,Female,,8450,,,,
4806016,Calgary,2020,Population,54,50-54,Female,,8087,,,,
4806016,Calgary,2021,Population,54,50-54,Female,,7925,,,,
4806016,Calgary,2022,Population,54,50-54,Female,,8217,,,,
4806016,Calgary,2023,Population,54,50-54,Female,,8761,,,,
4806016,Calgary,2001,Population,54,50-54,Male,,5447,,,,
4806016,Calgary,2002,Population,54,50-54,Male,,5632,,,,
4806016,Calgary,2003,Population,54,50-54,Male,,5474,,,,
4806016,Calgary,2004,Population,54,50-54,Male,,5843,,,,
4806016,Calgary,2005,Population,54,50-54,Male,,6095,,,,
4806016,Calgary,2006,Population,54,50-54,Male,,6354,,,,
4806016,Calgary,2007,Population,54,50-54,Male,,6973,,,,
4806016,Calgary,2008,Population,54,50-54,Male,,7398,,,,
4806016,Calgary,2009,Population,54,50-54,Male,,7980,,,,
4806016,Calgary,2010,Population,54,50-54,Male,,8210,,,,
4806016,Calgary,2011,Population,54,50-54,Male,,8578,,,,
4806016,Calgary,2012,Population,54,50-54,Male,,8697,,,,
4806016,Calgary,2013,Population,54,50-54,Male,,9012,,,,
4806016,Calgary,2014,Population,54,50-54,Male,,8978,,,,
4806016,Calgary,2015,Population,54,50-54,Male,,8941,,,,
4806016,Calgary,2016,Population,54,50-54,Male,,8666,,,,
4806016,Calgary,2017,Population,54,50-54,Male,,8927,,,,
4806016,Calgary,2018,Population,54,50-54,Male,,9095,,,,
4806016,Calgary,2019,Population,54,50-54,Male,,8884,,,,
4806016,Calgary,2020,Population,54,50-54,Male,,8399,,,,
4806016,Calgary,2021,Population,54,50-54,Male,,8125,,,,
4806016,Calgary,2022,Population,54,50-54,Male,,8443,,,,
4806016,Calgary,2023,Population,54,50-54,Male,,8889,,,,
4806016,Calgary,2001,Population,55,55-59,Female,,4425,,,,
4806016,Calgary,2002,Population,55,55-59,Female,,5424,,,,
4806016,Calgary,2003,Population,55,55-59,Female,,5508,,,,
4806016,Calgary,2004,Population,55,55-59,Female,,5425,,,,
4806016,Calgary,2005,Population,55,55-59,Female,,5688,,,,
4806016,Calgary,2006,Population,55,55-59,Female,,5881,,,,
4806016,Calgary,2007,Population,55,55-59,Female,,6052,,,,
4806016,Calgary,2008,Population,55,55-59,Female,,6515,,,,
4806016,Calgary,2009,Population,55,55-59,Female,,6961,,,,
4806016,Calgary,2010,Population,55,55-59,Female,,7178,,,,
4806016,Calgary,2011,Population,55,55-59,Female,,7766,,,,
4806016,Calgary,2012,Population,55,55-59,Female,,7891,,,,
4806016,Calgary,2013,Population,55,55-59,Female,,8127,,,,
4806016,Calgary,2014,Population,55,55-59,Female,,8375,,,,
4806016,Calgary,2015,Population,55,55-59,Female,,8504,,,,
4806016,Calgary,2016,Population,55,55-59,Female,,8763,,,,
4806016,Calgary,2017,Population,55,55-59,Female,,8642,,,,
4806016,Calgary,2018,Population,55,55-59,Female,,8722,,,,
4806016,Calgary,2019,Population,55,55-59,Female,,8487,,,,
4806016,Calgary,2020,Population,55,55-59,Female,,8429,,,,
4806016,Calgary,2021,Population,55,55-59,Female,,8146,,,,
4806016,Calgary,2022,Population,55,55-59,Female,,7918,,,,
4806016,Calgary,2023,Population,55,55-59,Female,,8336,,,,
4806016,Calgary,2001,Population,55,55-59,Male,,4336,,,,
4806016,Calgary,2002,Population,55,55-59,Male,,5449,,,,
4806016,Calgary,2003,Population,55,55-59,Male,,5599,,,,
4806016,Calgary,2004,Population,55,55-59,Male,,5417,,,,
4806016,Calgary,2005,Population,55,55-59,Male,,5828,,,,
4806016,Calgary,2006,Population,55,55-59,Male,,6135,,,,
4806016,Calgary,2007,Population,55,55-59,Male,,6318,,,,
4806016,Calgary,2008,Population,55,55-59,Male,,6947,,,,
4806016,Calgary,2009,Population,55,55-59,Male,,7391,,,,
4806016,Calgary,2010,Population,55,55-59,Male,,7959,,,,
4806016,Calgary,2011,Population,55,55-59,Male,,8245,,,,
4806016,Calgary,2012,Population,55,55-59,Male,,8547,,,,
4806016,Calgary,2013,Population,55,55-59,Male,,8673,,,,
4806016,Calgary,2014,Population,55,55-59,Male,,8954,,,,
4806016,Calgary,2015,Population,55,55-59,Male,,8849,,,,
4806016,Calgary,2016,Population,55,55-59,Male,,8729,,,,
4806016,Calgary,2017,Population,55,55-59,Male,,8550,,,,
4806016,Calgary,2018,Population,55,55-59,Male,,8821,,,,
4806016,Calgary,2019,Population,55,55-59,Male,,9021,,,,
4806016,Calgary,2020,Population,55,55-59,Male,,8797,,,,
4806016,Calgary,2021,Population,55,55-59,Male,,8300,,,,
4806016,Calgary,2022,Population,55,55-59,Male,,8073,,,,
4806016,Calgary,2023,Population,55,55-59,Male,,8533,,,,
4806016,Calgary,2001,Population,56,55-59,Female,,3965,,,,
4806016,Calgary,2002,Population,56,55-59,Female,,4383,,,,
4806016,Calgary,2003,Population,56,55-59,Female,,5359,,,,
4806016,Calgary,2004,Population,56,55-59,Female,,5444,,,,
4806016,Calgary,2005,Population,56,55-59,Female,,5358,,,,
4806016,Calgary,2006,Population,56,55-59,Female,,5659,,,,
4806016,Calgary,2007,Population,56,55-59,Female,,5876,,,,
4806016,Calgary,2008,Population,56,55-59,Female,,6032,,,,
