x,y,STATION_PRESSURE_FLAG,UTC_YEAR,WIND_SPEED_FLAG,WEATHER_ENG_DESC,UTC_MONTH,VISIBILITY,HUMIDEX,LOCAL_HOUR,TEMP,WIND_DIRECTION,WEATHER_FRE_DESC,UTC_DAY,ID,WINDCHILL,LOCAL_YEAR,LOCAL_DATE,UTC_DATE,RELATIVE_HUMIDITY,PRECIP_AMOUNT_FLAG,WINDCHILL_FLAG,CLIMATE_IDENTIFIER,DEW_POINT_TEMP,PROVINCE_CODE,LOCAL_DAY,PRECIP_AMOUNT,WIND_SPEED,VISIBILITY_FLAG,HUMIDEX_FLAG,TEMP_FLAG,STATION_PRESSURE,WIND_DIRECTION_FLAG,RELATIVE_HUMIDITY_FLAG,DEW_POINT_TEMP_FLAG,STATION_NAME,LOCAL_MONTH
-113.57944444444445,53.31,,2022,,Snow,12,16.1,,17,-10.0,9,Neige,28,3012216.2022.12.27.17,-16,2022,2022-12-27 17:00:00,2022-12-28T00:00:00,85,,,3012216,-12.1,AB,27,,14,,,,90.34,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,12.9,,18,-10.4,7,Neige,28,3012216.2022.12.27.18,-15,2022,2022-12-27 18:00:00,2022-12-28T01:00:00,85,,,3012216,-12.5,AB,27,,9,,,,90.4,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,4.8,,19,-10.6,8,Neige,28,3012216.2022.12.27.19,-16,2022,2022-12-27 19:00:00,2022-12-28T02:00:00,87,,,3012216,-12.3,AB,27,,9,,,,90.41,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,9.7,,20,-10.5,10,Neige,28,3012216.2022.12.27.20,-16,2022,2022-12-27 20:00:00,2022-12-28T03:00:00,84,,,3012216,-12.7,AB,27,,10,,,,90.46,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,8.1,,21,-10.7,9,Neige,28,3012216.2022.12.27.21,-17,2022,2022-12-27 21:00:00,2022-12-28T04:00:00,85,,,3012216,-12.8,AB,27,,14,,,,90.48,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,4.8,,22,-11.2,9,Neige,28,3012216.2022.12.27.22,-18,2022,2022-12-27 22:00:00,2022-12-28T05:00:00,86,,,3012216,-13.1,AB,27,,13,,,,90.55,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,12.9,,23,-11.2,7,Neige,28,3012216.2022.12.27.23,-17,2022,2022-12-27 23:00:00,2022-12-28T06:00:00,86,,,3012216,-13.1,AB,27,,10,,,,90.63,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,16.1,,0,-11.2,7,Neige,28,3012216.2022.12.28.0,-16,2022,2022-12-28 00:00:00,2022-12-28T07:00:00,81,,,3012216,-13.8,AB,28,,9,,,,90.69,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,32.2,,1,-11.2,7,Neige,28,3012216.2022.12.28.1,-15,2022,2022-12-28 01:00:00,2022-12-28T08:00:00,79,,,3012216,-14.2,AB,28,,6,,,,90.75,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,32.2,,2,-11.3,1,Neige,28,3012216.2022.12.28.2,-17,2022,2022-12-28 02:00:00,2022-12-28T09:00:00,83,,,3012216,-13.7,AB,28,,12,,,,90.82,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,32.2,,3,-11.5,2,Neige,28,3012216.2022.12.28.3,-17,2022,2022-12-28 03:00:00,2022-12-28T10:00:00,83,,,3012216,-13.9,AB,28,,10,,,,90.91,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,32.2,,4,-11.6,3,ND,28,3012216.2022.12.28.4,-15,2022,2022-12-28 04:00:00,2022-12-28T11:00:00,80,,,3012216,-14.4,AB,28,,5,,,,90.98,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,16.1,,5,-11.5,36,Neige,28,3012216.2022.12.28.5,-13,2022,2022-12-28 05:00:00,2022-12-28T12:00:00,82,,,3012216,-14.1,AB,28,,2,,,,91.04,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,8.1,,6,-11.4,31,Neige,28,3012216.2022.12.28.6,-14,2022,2022-12-28 06:00:00,2022-12-28T13:00:00,89,,,3012216,-12.9,AB,28,,4,,,,91.1,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,12.9,,7,-11.2,35,Neige,28,3012216.2022.12.28.7,-15,2022,2022-12-28 07:00:00,2022-12-28T14:00:00,88,,,3012216,-12.8,AB,28,,7,,,,91.17,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,9.7,,8,-11.3,33,Neige,28,3012216.2022.12.28.8,-16,2022,2022-12-28 08:00:00,2022-12-28T15:00:00,89,,,3012216,-12.9,AB,28,,7,,,,91.26,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,12.9,,9,-11.3,32,Neige,28,3012216.2022.12.28.9,-16,2022,2022-12-28 09:00:00,2022-12-28T16:00:00,86,,,3012216,-13.2,AB,28,,8,,,,91.34,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,32.2,,10,-10.8,30,ND,28,3012216.2022.12.28.10,-15,2022,2022-12-28 10:00:00,2022-12-28T17:00:00,85,,,3012216,-12.8,AB,28,,7,,,,91.41,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,16.1,,11,-10.5,30,Neige,28,3012216.2022.12.28.11,-15,2022,2022-12-28 11:00:00,2022-12-28T18:00:00,85,,,3012216,-12.6,AB,28,,8,,,,91.45,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,32.2,,12,-10.0,29,ND,28,3012216.2022.12.28.12,-15,2022,2022-12-28 12:00:00,2022-12-28T19:00:00,82,,,3012216,-12.5,AB,28,,10,,,,91.48,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,32.2,,13,-9.7,30,ND,28,3012216.2022.12.28.13,-16,2022,2022-12-28 13:00:00,2022-12-28T20:00:00,80,,,3012216,-12.4,AB,28,,14,,,,91.5,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Cloudy,12,32.2,,14,-9.7,30,Nuageux,28,3012216.2022.12.28.14,-17,2022,2022-12-28 14:00:00,2022-12-28T21:00:00,80,,,3012216,-12.6,AB,28,,16,,,,91.55,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,32.2,,15,-10.0,30,ND,28,3012216.2022.12.28.15,-16,2022,2022-12-28 15:00:00,2022-12-28T22:00:00,81,,,3012216,-12.6,AB,28,,14,,,,91.59,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,32.2,,16,-10.2,31,ND,28,3012216.2022.12.28.16,-15,2022,2022-12-28 16:00:00,2022-12-28T23:00:00,80,,,3012216,-13.0,AB,28,,9,,,,91.64,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Cloudy,12,32.2,,17,-11.7,34,Nuageux,29,3012216.2022.12.28.17,-15,2022,2022-12-28 17:00:00,2022-12-29T00:00:00,83,,,3012216,-13.9,AB,28,,5,,,,91.7,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,32.2,,18,-10.6,34,ND,29,3012216.2022.12.28.18,-17,2022,2022-12-28 18:00:00,2022-12-29T01:00:00,81,,,3012216,-13.2,AB,28,,12,,,,91.76,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,32.2,,19,-10.9,36,ND,29,3012216.2022.12.28.19,-15,2022,2022-12-28 19:00:00,2022-12-29T02:00:00,82,,,3012216,-13.4,AB,28,,7,,,,91.8,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow,12,32.2,,20,-10.9,34,Neige,29,3012216.2022.12.28.20,-13,2022,2022-12-28 20:00:00,2022-12-29T03:00:00,82,,,3012216,-13.4,AB,28,,4,,,,91.82,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,32.2,,21,-11.2,36,ND,29,3012216.2022.12.28.21,-12,2022,2022-12-28 21:00:00,2022-12-29T04:00:00,83,,,3012216,-13.6,AB,28,,2,,,,91.83,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,32.2,,22,-11.1,20,ND,29,3012216.2022.12.28.22,-14,2022,2022-12-28 22:00:00,2022-12-29T05:00:00,83,,,3012216,-13.4,AB,28,,5,,,,91.86,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Cloudy,12,32.2,,23,-10.8,23,Nuageux,29,3012216.2022.12.28.23,-16,2022,2022-12-28 23:00:00,2022-12-29T06:00:00,86,,,3012216,-12.7,AB,28,,10,,,,91.88,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,32.2,,0,-10.6,26,ND,29,3012216.2022.12.29.0,-12,2022,2022-12-29 00:00:00,2022-12-29T07:00:00,88,,,3012216,-12.2,AB,29,,3,,,,91.89,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,32.2,,1,-10.6,22,ND,29,3012216.2022.12.29.1,-13,2022,2022-12-29 01:00:00,2022-12-29T08:00:00,88,,,3012216,-12.2,AB,29,,4,,,,91.92,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Cloudy,12,24.1,,2,-10.6,14,Nuageux,29,3012216.2022.12.29.2,-12,2022,2022-12-29 02:00:00,2022-12-29T09:00:00,90,,,3012216,-11.9,AB,29,,3,,,,91.92,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,24.1,,3,-10.3,9,ND,29,3012216.2022.12.29.3,-15,2022,2022-12-29 03:00:00,2022-12-29T10:00:00,91,,,3012216,-11.5,AB,29,,8,,,,91.92,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,19.3,,4,-11.4,17,ND,29,3012216.2022.12.29.4,-15,2022,2022-12-29 04:00:00,2022-12-29T11:00:00,90,,,3012216,-12.8,AB,29,,5,,,,91.96,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Mostly Cloudy,12,24.1,,5,-11.1,16,Généralement nuageux,29,3012216.2022.12.29.5,-16,2022,2022-12-29 05:00:00,2022-12-29T12:00:00,92,,,3012216,-12.2,AB,29,,8,,,,91.97,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,6.4,,6,-14.5,18,Brouillard,29,3012216.2022.12.29.6,-22,2022,2022-12-29 06:00:00,2022-12-29T13:00:00,90,,,3012216,-15.7,AB,29,,13,,,,91.97,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,12.9,,7,-12.2,16,ND,29,3012216.2022.12.29.7,-17,2022,2022-12-29 07:00:00,2022-12-29T14:00:00,91,,,3012216,-13.4,AB,29,,7,,,,91.96,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Mostly Cloudy,12,24.1,,8,-11.5,14,Généralement nuageux,29,3012216.2022.12.29.8,-15,2022,2022-12-29 08:00:00,2022-12-29T15:00:00,90,,,3012216,-12.8,AB,29,,5,,,,91.99,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,24.1,,9,-10.4,16,ND,29,3012216.2022.12.29.9,-15,2022,2022-12-29 09:00:00,2022-12-29T16:00:00,91,,,3012216,-11.6,AB,29,,8,,,,91.96,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,24.1,,10,-9.8,16,ND,29,3012216.2022.12.29.10,-14,2022,2022-12-29 10:00:00,2022-12-29T17:00:00,91,,,3012216,-11.0,AB,29,,8,,,,91.95,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Mostly Cloudy,12,24.1,,11,-8.4,15,Généralement nuageux,29,3012216.2022.12.29.11,-13,2022,2022-12-29 11:00:00,2022-12-29T18:00:00,87,,,3012216,-10.2,AB,29,,10,,,,91.94,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,24.1,,12,-8.0,16,ND,29,3012216.2022.12.29.12,-12,2022,2022-12-29 12:00:00,2022-12-29T19:00:00,85,,,3012216,-10.0,AB,29,,7,,,,91.87,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,24.1,,13,-5.6,16,ND,29,3012216.2022.12.29.13,-11,2022,2022-12-29 13:00:00,2022-12-29T20:00:00,82,,,3012216,-8.2,AB,29,,14,,,,91.84,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Mainly Clear,12,24.1,,14,-6.6,17,Généralement dégagé,29,3012216.2022.12.29.14,-11,2022,2022-12-29 14:00:00,2022-12-29T21:00:00,81,,,3012216,-9.3,AB,29,,10,,,,91.82,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,24.1,,15,-5.9,17,ND,29,3012216.2022.12.29.15,-12,2022,2022-12-29 15:00:00,2022-12-29T22:00:00,81,,,3012216,-8.7,AB,29,,15,,,,91.79,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,24.1,,16,-9.1,15,ND,29,3012216.2022.12.29.16,-15,2022,2022-12-29 16:00:00,2022-12-29T23:00:00,85,,,3012216,-11.1,AB,29,,14,,,,91.8,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Mostly Cloudy,12,24.1,,17,-9.9,15,Généralement nuageux,30,3012216.2022.12.29.17,-17,2022,2022-12-29 17:00:00,2022-12-30T00:00:00,88,,,3012216,-11.5,AB,29,,17,,,,91.76,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,6.4,,18,-7.0,17,Brouillard,30,3012216.2022.12.29.18,-13,2022,2022-12-29 18:00:00,2022-12-30T01:00:00,96,,,3012216,-7.5,AB,29,,16,,,,91.73,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,"Snow Grains,Fog",12,4.8,,19,-5.4,18,"Neige en grains,Brouillard",30,3012216.2022.12.29.19,-11,2022,2022-12-29 19:00:00,2022-12-30T02:00:00,96,,,3012216,-5.9,AB,29,,16,,,,91.7,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow Grains,12,16.1,,20,-5.4,19,Neige en grains,30,3012216.2022.12.29.20,-11,2022,2022-12-29 20:00:00,2022-12-30T03:00:00,96,,,3012216,-6.0,AB,29,,15,,,,91.69,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Snow Grains,12,24.1,,21,-7.8,21,Neige en grains,30,3012216.2022.12.29.21,-13,2022,2022-12-29 21:00:00,2022-12-30T04:00:00,94,,,3012216,-8.7,AB,29,,11,,,,91.7,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,"Snow Grains,Fog",12,4.8,,22,-6.6,18,"Neige en grains,Brouillard",30,3012216.2022.12.29.22,-12,2022,2022-12-29 22:00:00,2022-12-30T05:00:00,95,,,3012216,-7.3,AB,29,,14,,,,91.69,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,4,,23,-6.7,18,Brouillard,30,3012216.2022.12.29.23,-13,2022,2022-12-29 23:00:00,2022-12-30T06:00:00,95,,,3012216,-7.4,AB,29,,18,,,,91.64,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,"Snow Grains,Fog",12,1.6,,0,-6.7,18,"Neige en grains,Brouillard",30,3012216.2022.12.30.0,-12,2022,2022-12-30 00:00:00,2022-12-30T07:00:00,95,,,3012216,-7.3,AB,30,,14,,,,91.61,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,"Snow Grains,Fog",12,1,,1,-8.3,18,"Neige en grains,Brouillard",30,3012216.2022.12.30.1,-14,2022,2022-12-30 01:00:00,2022-12-30T08:00:00,94,,,3012216,-9.1,AB,30,,14,,,,91.58,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,1,,2,-8.3,17,Brouillard,30,3012216.2022.12.30.2,-13,2022,2022-12-30 02:00:00,2022-12-30T09:00:00,94,,,3012216,-9.2,AB,30,,9,,,,91.54,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Freezing Fog,12,0.8,,3,-8.9,18,Brouillard verglaçant,30,3012216.2022.12.30.3,-13,2022,2022-12-30 03:00:00,2022-12-30T10:00:00,93,,,3012216,-9.8,AB,30,,8,,,,91.55,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Freezing Fog,12,0.8,,4,-9.8,19,Brouillard verglaçant,30,3012216.2022.12.30.4,-14,2022,2022-12-30 04:00:00,2022-12-30T11:00:00,92,,,3012216,-10.8,AB,30,,7,,,,91.5,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Freezing Fog,12,0.6,,5,-10.6,20,Brouillard verglaçant,30,3012216.2022.12.30.5,-13,2022,2022-12-30 05:00:00,2022-12-30T12:00:00,92,,,3012216,-11.7,AB,30,,4,,,,91.44,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Freezing Fog,12,0.8,,6,-11.2,22,Brouillard verglaçant,30,3012216.2022.12.30.6,-16,2022,2022-12-30 06:00:00,2022-12-30T13:00:00,91,,,3012216,-12.4,AB,30,,9,,,,91.41,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,3.2,,7,-12.4,19,Brouillard,30,3012216.2022.12.30.7,-14,2022,2022-12-30 07:00:00,2022-12-30T14:00:00,90,,,3012216,-13.7,AB,30,,3,,,,91.4,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,4.8,,8,-13.2,3,Brouillard,30,3012216.2022.12.30.8,-17,2022,2022-12-30 08:00:00,2022-12-30T15:00:00,89,,,3012216,-14.6,AB,30,,5,,,,91.36,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,"Snow,Fog",12,3.2,,9,-13.2,17,"Neige,Brouillard",30,3012216.2022.12.30.9,-16,2022,2022-12-30 09:00:00,2022-12-30T16:00:00,90,,,3012216,-14.6,AB,30,,4,,,,91.34,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,8.1,,10,-13.6,13,Brouillard,30,3012216.2022.12.30.10,-20,2022,2022-12-30 10:00:00,2022-12-30T17:00:00,89,,,3012216,-15.1,AB,30,,10,,,,91.31,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,8.1,,11,-12.9,36,Brouillard,30,3012216.2022.12.30.11,-14,2022,2022-12-30 11:00:00,2022-12-30T18:00:00,90,,,3012216,-14.2,AB,30,,1,,,,91.33,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,9.7,,12,-13.7,12,Brouillard,30,3012216.2022.12.30.12,-19,2022,2022-12-30 12:00:00,2022-12-30T19:00:00,88,,,3012216,-15.3,AB,30,,8,,,,91.25,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,9.7,,13,-13.2,25,Brouillard,30,3012216.2022.12.30.13,-17,2022,2022-12-30 13:00:00,2022-12-30T20:00:00,89,,,3012216,-14.7,AB,30,,6,,,,91.24,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Mainly Clear,12,16.1,,14,-13.1,35,Généralement dégagé,30,3012216.2022.12.30.14,-18,2022,2022-12-30 14:00:00,2022-12-30T21:00:00,89,,,3012216,-14.5,AB,30,,8,,,,91.2,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,4.8,,15,-15.5,30,Brouillard,30,3012216.2022.12.30.15,-18,2022,2022-12-30 15:00:00,2022-12-30T22:00:00,86,,,3012216,-17.4,AB,30,,4,,,,91.18,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,9.7,,16,-16.0,19,Brouillard,30,3012216.2022.12.30.16,-23,2022,2022-12-30 16:00:00,2022-12-30T23:00:00,87,,,3012216,-17.6,AB,30,,11,,,,91.19,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,8.1,,17,-17.8,32,Brouillard,31,3012216.2022.12.30.17,-21,2022,2022-12-30 17:00:00,2022-12-31T00:00:00,85,,,3012216,-19.8,AB,30,,4,,,,91.21,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,16.1,,18,-19.0,36,ND,31,3012216.2022.12.30.18,-21,2022,2022-12-30 18:00:00,2022-12-31T01:00:00,83,,,3012216,-21.2,AB,30,,2,,,,91.27,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,24.1,,19,-17.9,13,ND,31,3012216.2022.12.30.19,-24,2022,2022-12-30 19:00:00,2022-12-31T02:00:00,86,,,3012216,-19.7,AB,30,,8,,,,91.24,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Mostly Cloudy,12,24.1,,20,-15.1,11,Généralement nuageux,31,3012216.2022.12.30.20,-21,2022,2022-12-30 20:00:00,2022-12-31T03:00:00,88,,,3012216,-16.7,AB,30,,9,,,,91.23,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Ice Crystals,12,24.1,,21,-16.9,13,Cristaux de glace,31,3012216.2022.12.30.21,-21,2022,2022-12-30 21:00:00,2022-12-31T04:00:00,86,,,3012216,-18.7,AB,30,,5,,,,91.27,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,24.1,,22,-19.6,36,ND,31,3012216.2022.12.30.22,-22,2022,2022-12-30 22:00:00,2022-12-31T05:00:00,84,,,3012216,-21.6,AB,30,,3,,,,91.25,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Mainly Clear,12,24.1,,23,-21.2,22,Généralement dégagé,31,3012216.2022.12.30.23,-25,2022,2022-12-30 23:00:00,2022-12-31T06:00:00,82,,,3012216,-23.5,AB,30,,4,,,,91.26,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,24.1,,0,-21.4,24,ND,31,3012216.2022.12.31.0,-25,2022,2022-12-31 00:00:00,2022-12-31T07:00:00,82,,,3012216,-23.7,AB,31,,4,,,,91.3,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,12.9,,1,-22.2,23,ND,31,3012216.2022.12.31.1,-29,2022,2022-12-31 01:00:00,2022-12-31T08:00:00,81,,,3012216,-24.7,AB,31,,8,,,,91.29,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,1,,2,-20.7,20,Brouillard,31,3012216.2022.12.31.2,-26,2022,2022-12-31 02:00:00,2022-12-31T09:00:00,83,,,3012216,-22.9,AB,31,,6,,,,91.32,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,1.2,,3,-20.0,36,Brouillard,31,3012216.2022.12.31.3,-23,2022,2022-12-31 03:00:00,2022-12-31T10:00:00,84,,,3012216,-22.1,AB,31,,3,,,,91.37,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,1,,4,-19.9,36,Brouillard,31,3012216.2022.12.31.4,-22,2022,2022-12-31 04:00:00,2022-12-31T11:00:00,84,,,3012216,-22.0,AB,31,,2,,,,91.41,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,Fog,12,1.2,,5,-19.4,14,Brouillard,31,3012216.2022.12.31.5,-23,2022,2022-12-31 05:00:00,2022-12-31T12:00:00,84,,,3012216,-21.5,AB,31,,4,,,,91.41,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,16.1,,6,-18.0,22,ND,31,3012216.2022.12.31.6,-20,2022,2022-12-31 06:00:00,2022-12-31T13:00:00,85,,,3012216,-20.0,AB,31,,3,,,,91.44,,,,EDMONTON INTL A,12
-113.57944444444445,53.31,,2022,,NA,12,24.1,,7,-18.0,19,ND,31,3012216.2022.12.31.7,-21,2022,2022-12-31 07:00:00,2022-12-31T14:00:00,85,,,3012216,-20.0,AB,31,,4,,,,91.49,,,,EDMONTON INTL A,12
